1, private, terralith:alpha_islands, MONSTER, minecraft:spider, 80, 4, 4
325, forest, minecraft:birch_forest, CREATURE, minecraft:cow, 8, 2, 2
326, forest, minecraft:birch_forest, CREATURE, naturalist:bear, 8, 1, 2
327, forest, minecraft:birch_forest, CREATURE, naturalist:boar, 15, 4, 4
328, forest, minecraft:birch_forest, CREATURE, naturalist:butterfly, 20, 3, 5
329, forest, minecraft:birch_forest, CREATURE, naturalist:cardinal, 8, 1, 4
330, forest, minecraft:birch_forest, CREATURE, naturalist:deer, 8, 1, 3
331, forest, minecraft:birch_forest, CREATURE, naturalist:finch, 8, 1, 4
332, forest, minecraft:birch_forest, CREATURE, minecraft:fox, 6, 2, 4
333, forest, minecraft:birch_forest, CREATURE, naturalist:lizard, 15, 1, 2
334, forest, minecraft:birch_forest, CREATURE, minecraft:rabbit, 6, 2, 3
335, forest, minecraft:birch_forest, CREATURE, naturalist:robin, 8, 1, 4
336, forest, minecraft:birch_forest, CREATURE, naturalist:snail, 5, 1, 3
337, forest, minecraft:birch_forest, CREATURE, naturalist:snake, 5, 1, 1
338, forest, minecraft:birch_forest, AMBIENT, minecraft:bat, 10, 8, 8
339, forest, minecraft:birch_forest, AMBIENT, naturalist:firefly, 80, 2, 3
340, forest, minecraft:birch_forest, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
341, forest, terralith:birch_taiga, MONSTER, minecraft:spider, 80, 4, 4
342, forest, terralith:birch_taiga, MONSTER, minecraft:zombie, 80, 4, 4
343, forest, terralith:birch_taiga, MONSTER, minecraft:zombie_villager, 5, 1, 1
344, forest, terralith:birch_taiga, MONSTER, minecraft:skeleton, 80, 4, 4
345, forest, terralith:birch_taiga, MONSTER, minecraft:slime, 80, 4, 4
346, forest, terralith:birch_taiga, MONSTER, minecraft:enderman, 10, 1, 4
347, forest, terralith:birch_taiga, MONSTER, minecraft:witch, 5, 1, 1
348, forest, terralith:birch_taiga, MONSTER, creeperoverhaul:cave_creeper, 75, 2, 2
349, forest, terralith:birch_taiga, MONSTER, majruszsdifficulty:cursed_armor, 30, 1, 3
350, forest, terralith:birch_taiga, MONSTER, majruszsdifficulty:illusioner, 8, 1, 1
351, forest, terralith:birch_taiga, MONSTER, creeperoverhaul:spruce_creeper, 75, 2, 2
352, forest, terralith:birch_taiga, MONSTER, majruszsdifficulty:tank, 5, 1, 1
353, forest, terralith:birch_taiga, CREATURE, minecraft:wolf, 5, 4, 4
354, forest, terralith:birch_taiga, CREATURE, naturalist:bear, 8, 1, 2
355, forest, terralith:birch_taiga, CREATURE, naturalist:bluejay, 8, 1, 4
356, forest, terralith:birch_taiga, CREATURE, naturalist:boar, 15, 4, 4
357, forest, terralith:birch_taiga, CREATURE, naturalist:butterfly, 20, 3, 5
358, forest, terralith:birch_taiga, CREATURE, naturalist:cardinal, 8, 1, 4
359, forest, terralith:birch_taiga, CREATURE, naturalist:deer, 8, 1, 3
360, forest, terralith:birch_taiga, CREATURE, naturalist:finch, 8, 1, 4
361, forest, terralith:birch_taiga, CREATURE, minecraft:fox, 6, 2, 4
362, forest, terralith:birch_taiga, CREATURE, naturalist:lizard, 15, 1, 2
363, forest, terralith:birch_taiga, CREATURE, minecraft:rabbit, 6, 2, 3
364, forest, terralith:birch_taiga, CREATURE, naturalist:robin, 8, 1, 4
365, forest, terralith:birch_taiga, CREATURE, naturalist:snail, 5, 1, 3
366, forest, terralith:birch_taiga, CREATURE, naturalist:snake, 5, 1, 1
367, forest, terralith:birch_taiga, AMBIENT, minecraft:bat, 10, 8, 8
368, forest, terralith:birch_taiga, AMBIENT, naturalist:firefly, 80, 2, 3
369, forest, terralith:birch_taiga, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
370, plains, terralith:blooming_plateau, MONSTER, minecraft:spider, 80, 4, 4
371, plains, terralith:blooming_plateau, MONSTER, minecraft:zombie, 80, 4, 4
372, plains, terralith:blooming_plateau, MONSTER, minecraft:zombie_villager, 5, 1, 1
373, plains, terralith:blooming_plateau, MONSTER, minecraft:skeleton, 80, 4, 4
374, plains, terralith:blooming_plateau, MONSTER, minecraft:creeper, 80, 4, 4
375, plains, terralith:blooming_plateau, MONSTER, minecraft:slime, 80, 4, 4
376, plains, terralith:blooming_plateau, MONSTER, minecraft:witch, 5, 1, 1
377, plains, terralith:blooming_plateau, MONSTER, endermanoverhaul:cave_enderman, 5, 1, 2
378, plains, terralith:blooming_plateau, MONSTER, majruszsdifficulty:cursed_armor, 30, 1, 3
379, plains, terralith:blooming_plateau, MONSTER, endermanoverhaul:flower_fields_enderman, 5, 1, 2
380, plains, terralith:blooming_plateau, MONSTER, majruszsdifficulty:illusioner, 8, 1, 1
381, plains, terralith:blooming_plateau, MONSTER, majruszsdifficulty:tank, 5, 1, 1
382, plains, terralith:blooming_plateau, CREATURE, minecraft:donkey, 5, 1, 2
383, plains, terralith:blooming_plateau, CREATURE, minecraft:rabbit, 5, 1, 3
384, plains, terralith:blooming_plateau, CREATURE, minecraft:sheep, 5, 1, 2
385, plains, terralith:blooming_plateau, CREATURE, naturalist:bluejay, 8, 1, 4
386, plains, terralith:blooming_plateau, CREATURE, naturalist:canary, 8, 1, 4
387, plains, terralith:blooming_plateau, CREATURE, naturalist:snail, 5, 1, 3
388, plains, terralith:blooming_plateau, AMBIENT, minecraft:bat, 10, 8, 8
389, plains, terralith:blooming_plateau, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
390, private, terralith:blooming_valley, MONSTER, minecraft:spider, 80, 4, 4
391, private, terralith:blooming_valley, MONSTER, minecraft:zombie, 80, 4, 4
392, private, terralith:blooming_valley, MONSTER, minecraft:zombie_villager, 5, 1, 1
393, private, terralith:blooming_valley, MONSTER, minecraft:skeleton, 80, 4, 4
394, private, terralith:blooming_valley, MONSTER, minecraft:creeper, 80, 4, 4
395, private, terralith:blooming_valley, MONSTER, minecraft:slime, 80, 4, 4
396, private, terralith:blooming_valley, MONSTER, minecraft:witch, 5, 1, 1
397, private, terralith:blooming_valley, MONSTER, endermanoverhaul:cave_enderman, 5, 1, 2
398, private, terralith:blooming_valley, MONSTER, majruszsdifficulty:cursed_armor, 30, 1, 3
399, private, terralith:blooming_valley, MONSTER, endermanoverhaul:flower_fields_enderman, 5, 1, 2
400, private, terralith:blooming_valley, MONSTER, majruszsdifficulty:illusioner, 8, 1, 1
401, private, terralith:blooming_valley, MONSTER, majruszsdifficulty:tank, 5, 1, 1
402, private, terralith:blooming_valley, CREATURE, minecraft:sheep, 12, 4, 4
403, private, terralith:blooming_valley, CREATURE, minecraft:pig, 10, 4, 4
404, private, terralith:blooming_valley, CREATURE, minecraft:chicken, 10, 4, 4
405, private, terralith:blooming_valley, CREATURE, minecraft:cow, 8, 4, 4
406, private, terralith:blooming_valley, CREATURE, minecraft:rabbit, 5, 2, 3
407, private, terralith:blooming_valley, AMBIENT, minecraft:bat, 10, 8, 8
408, private, terralith:blooming_valley, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
409, private, terralith:brushland, MONSTER, minecraft:spider, 80, 4, 4
410, private, terralith:brushland, MONSTER, minecraft:zombie, 80, 4, 4
411, private, terralith:brushland, MONSTER, minecraft:zombie_villager, 5, 1, 1
412, private, terralith:brushland, MONSTER, minecraft:skeleton, 80, 4, 4
413, private, terralith:brushland, MONSTER, minecraft:creeper, 80, 4, 4
414, private, terralith:brushland, MONSTER, minecraft:slime, 80, 4, 4
415, private, terralith:brushland, MONSTER, minecraft:witch, 5, 1, 1
416, private, terralith:brushland, MONSTER, endermanoverhaul:cave_enderman, 5, 1, 2
417, private, terralith:brushland, MONSTER, majruszsdifficulty:cursed_armor, 30, 1, 3
418, private, terralith:brushland, MONSTER, majruszsdifficulty:illusioner, 8, 1, 1
419, private, terralith:brushland, MONSTER, endermanoverhaul:savanna_enderman, 10, 1, 4
420, private, terralith:brushland, MONSTER, majruszsdifficulty:tank, 5, 1, 1
421, private, terralith:brushland, CREATURE, minecraft:sheep, 12, 4, 4
422, private, terralith:brushland, CREATURE, minecraft:pig, 10, 4, 4
423, private, terralith:brushland, CREATURE, minecraft:chicken, 10, 4, 4
424, private, terralith:brushland, CREATURE, minecraft:cow, 8, 4, 4
425, private, terralith:brushland, CREATURE, minecraft:horse, 5, 1, 3
426, private, terralith:brushland, CREATURE, minecraft:donkey, 5, 1, 1
427, private, terralith:brushland, CREATURE, naturalist:boar, 15, 4, 4
428, private, terralith:brushland, CREATURE, naturalist:cardinal, 8, 1, 4
429, private, terralith:brushland, CREATURE, naturalist:elephant, 10, 2, 3
430, private, terralith:brushland, CREATURE, naturalist:finch, 8, 1, 4
431, private, terralith:brushland, CREATURE, naturalist:giraffe, 10, 2, 4
432, private, terralith:brushland, CREATURE, naturalist:hippo, 15, 3, 4
433, private, terralith:brushland, CREATURE, naturalist:lion, 8, 3, 5
434, private, terralith:brushland, CREATURE, naturalist:rattlesnake, 5, 1, 1
435, private, terralith:brushland, CREATURE, naturalist:rhino, 15, 1, 3
436, private, terralith:brushland, CREATURE, naturalist:snail, 5, 1, 3
437, private, terralith:brushland, CREATURE, naturalist:vulture, 15, 2, 4
438, private, terralith:brushland, CREATURE, naturalist:zebra, 10, 2, 3
439, private, terralith:brushland, AMBIENT, minecraft:bat, 10, 8, 8
440, private, terralith:brushland, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
441, badlands, terralith:bryce_canyon, MONSTER, minecraft:spider, 80, 4, 4
442, badlands, terralith:bryce_canyon, MONSTER, minecraft:zombie, 80, 4, 4
443, badlands, terralith:bryce_canyon, MONSTER, minecraft:zombie_villager, 5, 1, 1
444, badlands, terralith:bryce_canyon, MONSTER, minecraft:skeleton, 80, 4, 4
445, badlands, terralith:bryce_canyon, MONSTER, minecraft:slime, 80, 4, 4
446, badlands, terralith:bryce_canyon, MONSTER, minecraft:witch, 5, 1, 1
447, badlands, terralith:bryce_canyon, MONSTER, creeperoverhaul:badlands_creeper, 75, 2, 2
448, badlands, terralith:bryce_canyon, MONSTER, endermanoverhaul:badlands_enderman, 10, 1, 4
449, badlands, terralith:bryce_canyon, MONSTER, creeperoverhaul:cave_creeper, 75, 2, 2
450, badlands, terralith:bryce_canyon, MONSTER, endermanoverhaul:cave_enderman, 5, 1, 2
451, badlands, terralith:bryce_canyon, MONSTER, majruszsdifficulty:cursed_armor, 30, 1, 3
452, badlands, terralith:bryce_canyon, MONSTER, majruszsdifficulty:illusioner, 8, 1, 1
453, badlands, terralith:bryce_canyon, MONSTER, majruszsdifficulty:tank, 5, 1, 1
454, badlands, terralith:bryce_canyon, CREATURE, minecraft:wolf, 8, 4, 4
455, badlands, terralith:bryce_canyon, CREATURE, naturalist:bear, 8, 1, 2
456, badlands, terralith:bryce_canyon, CREATURE, naturalist:bluejay, 8, 1, 4
457, badlands, terralith:bryce_canyon, CREATURE, naturalist:rattlesnake, 5, 1, 1
458, badlands, terralith:bryce_canyon, CREATURE, naturalist:vulture, 15, 2, 4
459, badlands, terralith:bryce_canyon, AMBIENT, minecraft:bat, 10, 8, 8
460, badlands, terralith:bryce_canyon, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
461, extreme_hills, terralith:caldera, MONSTER, minecraft:spider, 80, 4, 4
462, extreme_hills, terralith:caldera, MONSTER, minecraft:zombie, 80, 4, 4
463, extreme_hills, terralith:caldera, MONSTER, minecraft:zombie_villager, 5, 1, 1
464, extreme_hills, terralith:caldera, MONSTER, minecraft:skeleton, 80, 4, 4
465, extreme_hills, terralith:caldera, MONSTER, minecraft:slime, 80, 4, 4
466, extreme_hills, terralith:caldera, MONSTER, minecraft:enderman, 10, 1, 4
467, extreme_hills, terralith:caldera, MONSTER, minecraft:witch, 5, 1, 1
468, extreme_hills, terralith:caldera, MONSTER, creeperoverhaul:cave_creeper, 75, 2, 2
469, extreme_hills, terralith:caldera, MONSTER, majruszsdifficulty:cursed_armor, 30, 1, 3
470, extreme_hills, terralith:caldera, MONSTER, creeperoverhaul:hills_creeper, 75, 2, 2
471, extreme_hills, terralith:caldera, MONSTER, majruszsdifficulty:illusioner, 8, 1, 1
472, extreme_hills, terralith:caldera, MONSTER, majruszsdifficulty:tank, 5, 1, 1
473, extreme_hills, terralith:caldera, CREATURE, minecraft:sheep, 12, 4, 4
474, extreme_hills, terralith:caldera, CREATURE, minecraft:pig, 10, 4, 4
475, extreme_hills, terralith:caldera, CREATURE, minecraft:chicken, 10, 4, 4
476, extreme_hills, terralith:caldera, CREATURE, minecraft:cow, 8, 4, 4
477, extreme_hills, terralith:caldera, CREATURE, minecraft:wolf, 8, 2, 2
478, extreme_hills, terralith:caldera, CREATURE, minecraft:rabbit, 5, 2, 3
479, extreme_hills, terralith:caldera, CREATURE, minecraft:fox, 8, 1, 2
480, extreme_hills, terralith:caldera, CREATURE, naturalist:canary, 8, 1, 4
481, extreme_hills, terralith:caldera, CREATURE, naturalist:robin, 8, 1, 4
482, extreme_hills, terralith:caldera, CREATURE, naturalist:snail, 5, 1, 3
483, extreme_hills, terralith:caldera, AMBIENT, minecraft:bat, 10, 8, 8
484, extreme_hills, terralith:caldera, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
485, private, terralith:cave/andesite_caves, MONSTER, minecraft:spider, 80, 4, 4
486, private, terralith:cave/andesite_caves, MONSTER, minecraft:zombie, 80, 4, 4
487, private, terralith:cave/andesite_caves, MONSTER, minecraft:zombie_villager, 5, 1, 1
488, private, terralith:cave/andesite_caves, MONSTER, minecraft:skeleton, 80, 4, 4
489, private, terralith:cave/andesite_caves, MONSTER, minecraft:creeper, 80, 4, 4
490, private, terralith:cave/andesite_caves, MONSTER, minecraft:slime, 80, 4, 4
491, private, terralith:cave/andesite_caves, MONSTER, minecraft:enderman, 10, 1, 4
492, private, terralith:cave/andesite_caves, MONSTER, minecraft:witch, 5, 1, 1
493, private, terralith:cave/andesite_caves, MONSTER, majruszsdifficulty:cursed_armor, 30, 1, 3
494, private, terralith:cave/andesite_caves, MONSTER, majruszsdifficulty:illusioner, 8, 1, 1
495, private, terralith:cave/andesite_caves, MONSTER, majruszsdifficulty:tank, 5, 1, 1
496, private, terralith:cave/andesite_caves, CREATURE, naturalist:snail, 5, 1, 3
497, private, terralith:cave/andesite_caves, AMBIENT, minecraft:bat, 10, 8, 8
498, private, terralith:cave/andesite_caves, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
499, private, terralith:cave/crystal_caves, MONSTER, minecraft:creeper, 80, 4, 4
500, private, terralith:cave/crystal_caves, MONSTER, minecraft:slime, 80, 4, 4
501, private, terralith:cave/crystal_caves, MONSTER, minecraft:witch, 50, 1, 2
502, private, terralith:cave/crystal_caves, CREATURE, naturalist:snail, 5, 1, 3
503, private, terralith:cave/crystal_caves, AMBIENT, minecraft:bat, 10, 8, 8
504, private, terralith:cave/crystal_caves, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
505, private, terralith:cave/deep_caves, MONSTER, minecraft:spider, 80, 4, 4
506, private, terralith:cave/deep_caves, MONSTER, minecraft:zombie, 80, 4, 4
507, private, terralith:cave/deep_caves, MONSTER, minecraft:zombie_villager, 5, 1, 1
508, private, terralith:cave/deep_caves, MONSTER, minecraft:skeleton, 80, 4, 4
509, private, terralith:cave/deep_caves, MONSTER, minecraft:creeper, 80, 4, 4
510, private, terralith:cave/deep_caves, MONSTER, minecraft:slime, 80, 4, 4
511, private, terralith:cave/deep_caves, MONSTER, minecraft:enderman, 10, 1, 4
512, private, terralith:cave/deep_caves, MONSTER, minecraft:witch, 5, 1, 1
513, private, terralith:cave/deep_caves, MONSTER, majruszsdifficulty:cursed_armor, 30, 1, 3
514, private, terralith:cave/deep_caves, MONSTER, majruszsdifficulty:illusioner, 8, 1, 1
515, private, terralith:cave/deep_caves, MONSTER, majruszsdifficulty:tank, 5, 1, 1
516, private, terralith:cave/deep_caves, CREATURE, naturalist:snail, 5, 1, 3
517, private, terralith:cave/deep_caves, AMBIENT, minecraft:bat, 10, 8, 8
518, private, terralith:cave/deep_caves, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
519, private, terralith:cave/desert_caves, MONSTER, minecraft:spider, 80, 4, 4
520, private, terralith:cave/desert_caves, MONSTER, minecraft:zombie, 80, 4, 4
521, private, terralith:cave/desert_caves, MONSTER, minecraft:zombie_villager, 5, 1, 1
522, private, terralith:cave/desert_caves, MONSTER, minecraft:skeleton, 80, 4, 4
523, private, terralith:cave/desert_caves, MONSTER, minecraft:creeper, 80, 4, 4
524, private, terralith:cave/desert_caves, MONSTER, minecraft:slime, 80, 4, 4
525, private, terralith:cave/desert_caves, MONSTER, minecraft:enderman, 10, 1, 4
526, private, terralith:cave/desert_caves, MONSTER, minecraft:witch, 5, 1, 1
527, private, terralith:cave/desert_caves, CREATURE, naturalist:snail, 5, 1, 3
528, private, terralith:cave/desert_caves, AMBIENT, minecraft:bat, 10, 8, 8
529, private, terralith:cave/desert_caves, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
530, private, terralith:cave/diorite_caves, MONSTER, minecraft:spider, 80, 4, 4
531, private, terralith:cave/diorite_caves, MONSTER, minecraft:zombie, 80, 4, 4
532, private, terralith:cave/diorite_caves, MONSTER, minecraft:zombie_villager, 5, 1, 1
533, private, terralith:cave/diorite_caves, MONSTER, minecraft:skeleton, 80, 4, 4
534, private, terralith:cave/diorite_caves, MONSTER, minecraft:creeper, 80, 4, 4
535, private, terralith:cave/diorite_caves, MONSTER, minecraft:slime, 80, 4, 4
536, private, terralith:cave/diorite_caves, MONSTER, minecraft:enderman, 10, 1, 4
537, private, terralith:cave/diorite_caves, MONSTER, minecraft:witch, 5, 1, 1
538, private, terralith:cave/diorite_caves, MONSTER, majruszsdifficulty:cursed_armor, 30, 1, 3
539, private, terralith:cave/diorite_caves, MONSTER, majruszsdifficulty:illusioner, 8, 1, 1
540, private, terralith:cave/diorite_caves, MONSTER, majruszsdifficulty:tank, 5, 1, 1
541, private, terralith:cave/diorite_caves, CREATURE, naturalist:snail, 5, 1, 3
542, private, terralith:cave/diorite_caves, AMBIENT, minecraft:bat, 10, 8, 8
543, private, terralith:cave/diorite_caves, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
544, private, terralith:cave/frostfire_caves, MONSTER, minecraft:skeleton, 80, 4, 4
545, private, terralith:cave/frostfire_caves, MONSTER, minecraft:stray, 50, 4, 4
546, private, terralith:cave/frostfire_caves, MONSTER, majruszsdifficulty:cursed_armor, 30, 1, 3
547, private, terralith:cave/frostfire_caves, MONSTER, majruszsdifficulty:illusioner, 8, 1, 1
548, private, terralith:cave/frostfire_caves, MONSTER, majruszsdifficulty:tank, 5, 1, 1
549, private, terralith:cave/frostfire_caves, CREATURE, naturalist:snail, 5, 1, 3
550, private, terralith:cave/frostfire_caves, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
551, private, terralith:cave/fungal_caves, MONSTER, minecraft:spider, 80, 4, 4
552, private, terralith:cave/fungal_caves, MONSTER, minecraft:zombie, 80, 4, 4
553, private, terralith:cave/fungal_caves, MONSTER, minecraft:zombie_villager, 5, 1, 1
554, private, terralith:cave/fungal_caves, MONSTER, minecraft:skeleton, 80, 4, 4
555, private, terralith:cave/fungal_caves, MONSTER, minecraft:creeper, 80, 4, 4
556, private, terralith:cave/fungal_caves, MONSTER, minecraft:slime, 80, 4, 4
557, private, terralith:cave/fungal_caves, MONSTER, minecraft:witch, 5, 1, 1
558, private, terralith:cave/fungal_caves, MONSTER, majruszsdifficulty:cursed_armor, 30, 1, 3
559, private, terralith:cave/fungal_caves, MONSTER, majruszsdifficulty:illusioner, 8, 1, 1
560, private, terralith:cave/fungal_caves, MONSTER, majruszsdifficulty:tank, 5, 1, 1
561, private, terralith:cave/fungal_caves, CREATURE, naturalist:snail, 5, 1, 3
562, private, terralith:cave/fungal_caves, AMBIENT, minecraft:bat, 10, 8, 8
563, private, terralith:cave/fungal_caves, AMBIENT, naturalist:firefly, 80, 2, 3
564, private, terralith:cave/fungal_caves, AMBIENT, endermanoverhaul:mushroom_fields_enderman, 5, 1, 2
565, private, terralith:cave/fungal_caves, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
566, private, terralith:cave/granite_caves, MONSTER, minecraft:spider, 80, 4, 4
567, private, terralith:cave/granite_caves, MONSTER, minecraft:zombie, 80, 4, 4
568, private, terralith:cave/granite_caves, MONSTER, minecraft:zombie_villager, 5, 1, 1
